VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,02/03/2021 04:43:50 PM,02/03/2021 05:02:09 PM,N,1,41,75,1,1.9,13,1,0.5,3.7,0,,0.3,18.5,1,1,0
1,02/03/2021 04:43:52 PM,02/03/2021 04:56:29 PM,N,1,42,166,1,1.7,9.5,1,0.5,2.25,0,,0.3,13.55,1,1,0
,02/03/2021 04:44:00 PM,02/03/2021 05:16:00 PM,,,41,182,,7.32,36.45,2.75,0,0,0,,0.3,39.5,,,
,02/03/2021 04:44:00 PM,02/03/2021 05:06:00 PM,,,248,57,,8.7,29.41,2.75,0,0,6.12,,0.3,38.58,,,
2,02/03/2021 04:44:01 PM,02/03/2021 04:52:38 PM,N,1,75,74,1,1.3,7.5,1,0.5,1.4,0,,0.3,10.7,1,1,0
2,02/03/2021 04:45:16 PM,02/03/2021 04:52:41 PM,N,1,41,151,2,0.94,6.5,1,0.5,0,0,,0.3,8.3,1,1,0
2,02/03/2021 04:45:23 PM,02/03/2021 05:07:05 PM,N,5,168,247,2,2.24,10,0,0,0,0,,0.3,10.3,2,2,0
2,02/03/2021 04:45:58 PM,02/03/2021 05:53:41 PM,N,1,77,169,1,18.81,63.5,1,0.5,0,6.12,,0.3,71.42,1,1,0
2,02/03/2021 04:46:23 PM,02/03/2021 04:53:54 PM,N,1,41,166,1,0.87,6.5,1,0.5,0,0,,0.3,8.3,2,1,0
2,02/03/2021 04:46:49 PM,02/03/2021 06:05:53 PM,N,1,213,36,2,21.93,68.5,1,0.5,0,6.12,,0.3,76.42,1,1,0
1,02/03/2021 04:47:07 PM,02/03/2021 05:24:30 PM,N,1,127,119,1,3.1,22,1,0.5,0,0,,0.3,23.8,2,1,0
2,02/03/2021 04:47:26 PM,02/03/2021 05:14:15 PM,N,1,247,238,1,3.76,18.5,1,0.5,0,0,,0.3,20.3,1,1,0
2,02/03/2021 04:47:41 PM,02/03/2021 04:48:35 PM,N,1,193,193,1,0,0,0,0,0,0,,0,0,1,1,0
,02/03/2021 04:48:00 PM,02/03/2021 05:29:00 PM,,,242,232,,15.58,54.8,1.35,0,0,0,,0.3,56.45,,,
,02/03/2021 04:49:00 PM,02/03/2021 05:22:00 PM,,,196,166,,11.6,42.73,2.75,0,0,6.12,,0.3,51.9,,,
2,02/03/2021 04:49:03 PM,02/03/2021 04:57:42 PM,N,1,95,28,1,1.78,8.5,1,0.5,0,0,,0.3,10.3,2,1,0
2,02/03/2021 04:49:04 PM,02/03/2021 05:29:31 PM,N,1,41,136,1,5.88,25.5,1,0.5,0,0,,0.3,27.3,2,1,0
2,02/03/2021 04:49:17 PM,02/03/2021 05:01:47 PM,N,1,244,166,1,3.09,12.5,1,0.5,4.29,0,,0.3,18.59,1,1,0
2,02/03/2021 04:49:18 PM,02/03/2021 04:59:59 PM,N,1,134,216,2,3.02,11,1,0.5,2.56,0,,0.3,15.36,1,1,0
2,02/03/2021 04:49:29 PM,02/03/2021 04:51:51 PM,N,1,52,52,1,0.46,4,1,0.5,2,0,,0.3,7.8,1,1,0
2,02/03/2021 04:50:17 PM,02/03/2021 05:10:00 PM,N,1,74,42,1,2.87,14,1,0.5,0,0,,0.3,15.8,1,1,0
2,02/03/2021 04:51:06 PM,02/03/2021 05:51:12 PM,N,1,108,69,1,31.01,85.5,1,0.5,0,6.12,,0.3,93.42,1,1,0
2,02/03/2021 04:51:40 PM,02/03/2021 05:01:26 PM,N,1,75,141,1,1.6,8,1,0.5,1.88,0,,0.3,14.43,1,1,2.75
2,02/03/2021 04:52:17 PM,02/03/2021 05:12:50 PM,N,1,244,238,1,4.35,17.5,1,0.5,0,0,,0.3,22.05,2,1,2.75
1,02/03/2021 04:52:45 PM,02/03/2021 05:06:24 PM,N,1,33,181,1,1.7,10,1,0.5,10,0,,0.3,21.8,1,1,0
2,02/03/2021 04:52:53 PM,02/03/2021 05:01:10 PM,N,1,75,263,1,1,7,1,0.5,1.16,0,,0.3,12.71,1,1,2.75
,02/03/2021 04:53:00 PM,02/03/2021 05:17:00 PM,,,188,188,,0.88,21.37,2.75,0,0,0,,0.3,24.42,,,
,02/03/2021 04:54:00 PM,02/03/2021 05:15:00 PM,,,69,174,,4.64,23.21,2.75,0,0,0,,0.3,26.26,,,
,02/03/2021 04:54:00 PM,02/03/2021 05:24:00 PM,,,130,219,,3.65,15.83,5.5,0,0,0,,0.3,21.63,,,
2,02/03/2021 04:54:44 PM,02/03/2021 05:08:55 PM,N,1,24,236,1,2.08,11,1,0.5,3.11,0,,0.3,18.66,1,1,2.75
,02/03/2021 04:55:00 PM,02/03/2021 05:47:00 PM,,,97,177,,3.51,19.15,2.75,0,0,0,,0.3,22.2,,,
,02/03/2021 04:56:00 PM,02/03/2021 05:27:00 PM,,,181,36,,3.97,25.95,2.75,0,0,0,,0.3,29,,,
,02/03/2021 04:56:00 PM,02/03/2021 05:39:00 PM,,,14,196,,16.69,53.55,2.75,0,0,0,,0.3,56.6,,,
2,02/03/2021 04:56:25 PM,02/03/2021 05:36:24 PM,N,1,18,75,1,8.97,34,1,0.5,0,0,,0.3,35.8,1,1,0
1,02/03/2021 04:56:50 PM,02/03/2021 05:06:59 PM,N,1,65,97,1,1.2,8,1,0.5,2.9,0,,0.3,12.7,1,1,0
,02/03/2021 04:57:00 PM,02/03/2021 05:04:00 PM,,,179,7,,0.64,11.95,2.75,0,0,0,,0.3,15,,,
,02/03/2021 04:57:00 PM,02/03/2021 05:17:00 PM,,,89,195,,4.3,18.79,0,0,1.68,0,,0.3,20.77,,,
,02/03/2021 04:57:00 PM,02/03/2021 05:33:00 PM,,,55,61,,11.32,36.16,2.75,0,0,0,,0.3,39.21,,,
2,02/03/2021 04:57:04 PM,02/03/2021 05:04:13 PM,N,1,74,75,1,1.17,6.5,1,0.5,0,0,,0.3,8.3,1,1,0
2,02/03/2021 04:58:01 PM,02/03/2021 05:40:04 PM,N,1,10,35,1,8.89,33.5,1,0.5,0,0,,0.3,35.3,1,1,0
1,02/03/2021 04:58:10 PM,02/03/2021 05:07:22 PM,N,1,75,263,1,1.4,7.5,3.75,0.5,2.4,0,,0.3,14.45,1,1,2.75
2,02/03/2021 04:58:25 PM,02/03/2021 05:16:23 PM,N,1,74,24,1,1.96,12.5,1,0.5,2,0,,0.3,16.3,1,1,0
2,02/03/2021 05:00:46 PM,02/03/2021 05:10:31 PM,N,1,244,220,1,3.52,13,1,0.5,0,2.8,,0.3,17.6,2,1,0
2,02/03/2021 05:00:54 PM,02/03/2021 05:19:45 PM,N,1,74,159,1,2.55,14,1,0.5,0,0,,0.3,15.8,2,1,0
2,02/03/2021 05:00:55 PM,02/03/2021 05:36:56 PM,N,1,82,16,2,8.11,30,1,0.5,10,0,,0.3,46.8,1,1,0
2,02/03/2021 05:01:20 PM,02/03/2021 05:27:34 PM,N,1,65,188,1,2.46,17,1,0.5,3.76,0,,0.3,22.56,1,1,0
1,02/03/2021 05:01:25 PM,02/03/2021 05:08:59 PM,N,1,41,74,1,0.7,6.5,1,0.5,0.7,0,,0.3,9,1,1,0
1,02/03/2021 05:02:27 PM,02/03/2021 05:42:15 PM,N,1,74,235,1,3.9,24.5,1,0.5,0,0,,0.3,26.3,3,1,0
,02/03/2021 05:03:00 PM,02/03/2021 05:24:00 PM,,,78,51,,8.93,29.64,2.75,0,0,0,,0.3,32.69,,,
1,02/03/2021 05:03:48 PM,02/03/2021 05:39:49 PM,N,1,97,217,2,2.7,21,1,0.5,0,0,,0.3,22.8,1,1,0
2,02/03/2021 05:03:49 PM,02/03/2021 05:10:39 PM,N,1,43,151,1,1.41,7,1,0.5,2.31,0,,0.3,13.86,1,1,2.75
2,02/03/2021 05:04:03 PM,02/03/2021 05:16:55 PM,N,1,33,87,1,2.57,12,1,0.5,3.31,0,,0.3,19.86,1,1,2.75
1,02/03/2021 05:04:12 PM,02/03/2021 05:16:54 PM,N,1,41,236,2,1.7,10,3.75,0.5,2.91,0,,0.3,17.46,1,1,2.75
2,02/03/2021 05:04:30 PM,02/03/2021 05:15:06 PM,N,1,166,41,1,0.95,8,1,0.5,0,0,,0.3,9.8,2,1,0
2,02/03/2021 05:04:31 PM,02/03/2021 05:14:41 PM,N,1,75,24,1,1.18,8,1,0.5,2.94,0,,0.3,12.74,1,1,0
,02/03/2021 05:05:00 PM,02/03/2021 05:34:00 PM,,,21,39,,10.78,31.9,2.75,0,0,0,,0.3,34.95,,,
2,02/03/2021 05:05:40 PM,02/03/2021 05:30:23 PM,N,1,75,230,1,3.52,17.5,1,0.5,0,0,,0.3,22.05,2,1,2.75
2,02/03/2021 05:05:42 PM,02/03/2021 05:26:01 PM,N,1,75,224,1,4.83,18.5,1,0.5,5,0,,0.3,28.05,1,1,2.75
,02/03/2021 05:06:00 PM,02/03/2021 05:54:00 PM,,,127,197,,16.57,56.23,2.75,0,0,6.12,,0.3,65.4,,,
,02/03/2021 05:06:00 PM,02/03/2021 05:24:00 PM,,,95,56,,3.17,19.06,2.75,0,0,0,,0.3,22.11,,,
2,02/03/2021 05:06:20 PM,02/03/2021 06:20:07 PM,N,1,201,61,1,12.67,51.5,1,0.5,0,2.29,,0.3,55.59,1,1,0
,02/03/2021 05:07:00 PM,02/03/2021 05:21:00 PM,,,220,235,,1.99,21.77,2.75,0,0,0,,0.3,24.82,,,
1,02/03/2021 05:07:22 PM,02/03/2021 05:26:12 PM,N,1,129,138,1,2.5,14.5,1,0.5,1,0,,0.3,17.3,1,1,0
1,02/03/2021 05:07:29 PM,02/03/2021 05:18:52 PM,N,1,43,75,1,1.1,8.5,1,0.5,0,0,,0.3,10.3,2,1,0
2,02/03/2021 05:08:00 PM,02/03/2021 05:43:23 PM,N,1,18,213,1,4.85,23.5,1,0.5,0,0,,0.3,25.3,1,1,0
,02/03/2021 05:08:00 PM,02/03/2021 05:17:00 PM,,,166,41,,0.85,19.64,2.75,0,0,0,,0.3,22.69,,,
2,02/03/2021 05:08:34 PM,02/03/2021 06:26:31 PM,N,1,23,119,1,31.95,91,1,0.5,0,6.12,,0.3,98.92,1,1,0
,02/03/2021 05:09:00 PM,02/03/2021 05:29:00 PM,,,74,43,,2.56,23.36,2.75,0,0,0,,0.3,26.41,,,
,02/03/2021 05:09:00 PM,02/03/2021 05:58:00 PM,,,225,53,,12.36,45.2,2.75,0,0,0,,0.3,48.25,,,
2,02/03/2021 05:09:37 PM,02/03/2021 06:49:01 PM,N,1,115,35,1,17.54,72.5,1,0.5,0,6.12,,0.3,80.42,1,1,0
2,02/03/2021 05:09:46 PM,02/03/2021 05:16:37 PM,N,1,129,7,1,1.25,7,1,0.5,1,0,,0.3,9.8,1,1,0
2,02/03/2021 05:09:49 PM,02/03/2021 05:25:09 PM,N,1,159,116,6,1.88,11.5,1,0.5,0,0,,0.3,13.3,2,1,0
2,02/03/2021 05:10:20 PM,02/03/2021 05:19:33 PM,N,1,75,151,1,1.4,8,1,0.5,1.96,0,,0.3,11.76,1,1,0
1,02/03/2021 05:10:51 PM,02/03/2021 05:22:02 PM,N,1,74,75,1,1.1,8,1,0.5,0.09,0,,0.3,9.89,1,1,0
,02/03/2021 05:11:00 PM,02/03/2021 05:57:00 PM,,,7,218,,13.35,46.52,1.35,0,0,0,,0.3,48.17,,,
,02/03/2021 05:11:00 PM,02/03/2021 06:42:00 PM,,,20,188,,26.64,59.6,2.75,0,0,6.12,,0.3,68.77,,,
,02/03/2021 05:11:00 PM,02/03/2021 05:39:00 PM,,,232,55,,14.51,35.96,2.75,0,0,6.12,,0.3,45.13,,,
,02/03/2021 05:11:00 PM,02/03/2021 05:50:00 PM,,,265,50,,16.12,59.55,2.75,0,0,2.8,,0.3,65.4,,,
1,02/03/2021 05:11:33 PM,02/03/2021 05:25:04 PM,N,1,97,144,1,3,12,3.75,0.5,3.3,0,,0.3,19.85,1,1,2.75
2,02/03/2021 05:11:41 PM,02/03/2021 05:19:37 PM,N,1,75,263,1,1.1,7,1,0.5,3.46,0,,0.3,15.01,1,1,2.75
2,02/03/2021 05:11:42 PM,02/03/2021 05:22:24 PM,N,1,95,102,1,1.77,9,1,0.5,2.16,0,,0.3,12.96,1,1,0
1,02/03/2021 05:11:55 PM,02/03/2021 05:18:38 PM,N,1,75,74,2,0.9,6.5,1,0.5,0,0,,0.3,8.3,2,1,0
,02/03/2021 05:12:00 PM,02/03/2021 05:35:00 PM,,,42,213,,4.63,23.55,2.75,0,0,0,,0.3,26.6,,,
,02/03/2021 05:12:00 PM,02/03/2021 05:28:00 PM,,,130,10,,2.47,21.57,2.75,0,0,0,,0.3,24.62,,,
2,02/03/2021 05:12:53 PM,02/03/2021 05:28:46 PM,N,1,247,168,1,1.1,10.5,1,0.5,0,0,,0.3,12.3,2,1,0
,02/03/2021 05:15:00 PM,02/03/2021 06:32:00 PM,,,265,91,,24.91,68.55,2.75,0,0,6.12,,0.3,77.72,,,
1,02/03/2021 05:15:40 PM,02/03/2021 05:26:00 PM,N,1,75,74,1,1.5,8.5,1,0.5,3.05,0,,0.3,13.35,1,1,0
,02/03/2021 05:17:00 PM,02/03/2021 05:50:00 PM,,,49,37,,4.1,25.95,2.75,0,0,0,,0.3,29,,,
,02/03/2021 05:17:00 PM,02/03/2021 05:41:00 PM,,,243,42,,2.65,21.01,2.75,0,0,0,,0.3,24.06,,,
,02/03/2021 05:17:00 PM,02/03/2021 05:30:00 PM,,,61,35,,1.65,15.45,2.75,0,0,0,,0.3,18.5,,,
2,02/03/2021 05:17:31 PM,02/03/2021 05:22:26 PM,N,1,225,17,2,0.7,5,1,0.5,0,0,,0.3,6.8,2,1,0
1,02/03/2021 05:18:10 PM,02/03/2021 05:43:09 PM,Y,1,75,4,1,5.2,21.5,3.75,0.5,1,0,,0.3,27.05,1,1,2.75
2,02/03/2021 05:18:39 PM,02/03/2021 05:20:38 PM,N,1,41,41,1,0.06,3,1,0.5,0,0,,0.3,4.8,1,1,0
,02/03/2021 05:19:00 PM,02/03/2021 06:07:00 PM,,,29,61,,8.3,36.16,2.75,0,0,0,,0.3,39.21,,,
2,02/03/2021 05:19:09 PM,02/03/2021 05:33:42 PM,N,1,43,161,1,2.45,11.5,1,0.5,2,0,,0.3,18.05,1,1,2.75
2,02/03/2021 05:19:24 PM,02/03/2021 05:23:26 PM,N,5,215,130,3,0.56,7,0,0,0,0,,0.3,7.3,2,2,0
2,02/03/2021 05:19:59 PM,02/03/2021 05:25:49 PM,N,1,116,152,1,0.76,5.5,1,0.5,1,0,,0.3,8.3,1,1,0
2,02/03/2021 05:20:38 PM,02/03/2021 05:52:02 PM,N,1,95,130,1,4.17,20.5,1,0.5,0,0,,0.3,22.3,1,1,0
2,02/03/2021 05:20:53 PM,02/03/2021 05:34:44 PM,N,1,75,166,1,1.77,10.5,1,0.5,3.08,0,,0.3,15.38,1,1,0
2,02/03/2021 05:20:57 PM,02/03/2021 05:40:34 PM,N,1,195,25,1,2.94,13.5,1,0.5,0,0,,0.3,15.3,2,1,0
,02/03/2021 05:21:00 PM,02/03/2021 06:05:00 PM,,,208,220,,7.59,27.43,2.75,0,0,0,,0.3,30.48,,,
2,02/03/2021 05:21:15 PM,02/03/2021 05:27:52 PM,N,5,28,121,1,0.98,16.3,0,0,0,0,,0.3,16.6,1,2,0
2,02/03/2021 05:21:38 PM,02/03/2021 05:38:12 PM,N,1,75,140,1,2.37,12,1,0.5,2.48,0,,0.3,19.03,1,1,2.75
1,02/03/2021 05:22:52 PM,02/03/2021 05:29:35 PM,N,1,75,74,1,1.3,6.5,1,0.5,0,0,,0.3,8.3,2,1,0
2,02/03/2021 05:23:53 PM,02/03/2021 05:45:44 PM,N,1,41,143,2,3.34,15.5,1,0.5,4.01,0,,0.3,24.06,1,1,2.75
,02/03/2021 05:24:00 PM,02/03/2021 05:50:00 PM,,,208,171,,7.06,30.33,2.75,0,0,6.12,,0.3,39.5,,,
2,02/03/2021 05:24:52 PM,02/03/2021 05:32:06 PM,N,1,166,42,1,1.38,7,1,0.5,0,0,,0.3,8.8,2,1,0
,02/03/2021 05:26:00 PM,02/03/2021 05:54:00 PM,,,126,247,,2.78,18.95,2.75,0,0,0,,0.3,22,,,
2,02/03/2021 05:26:06 PM,02/03/2021 05:32:48 PM,N,1,43,238,1,1.62,7,1,0.5,1.16,0,,0.3,12.71,1,1,2.75
2,02/03/2021 05:26:29 PM,02/03/2021 06:04:18 PM,N,1,75,250,1,6.44,26,1,0.5,5.56,0,,0.3,33.36,1,1,0
1,02/03/2021 05:27:08 PM,02/03/2021 05:50:16 PM,N,1,74,69,1,2.2,15,1,0.5,0,0,,0.3,16.8,2,1,0
2,02/03/2021 05:27:20 PM,02/03/2021 05:40:19 PM,N,1,244,239,1,5.19,17,1,0.5,3,0,,0.3,24.55,1,1,2.75
2,02/03/2021 05:27:44 PM,02/03/2021 06:00:01 PM,N,5,119,159,2,3.79,16,0,0,0,0,,0.3,16.3,2,2,0
2,02/03/2021 05:28:16 PM,02/03/2021 05:34:21 PM,N,1,191,191,1,0.69,5.5,1,0.5,0,0,,0.3,7.3,2,1,0
2,02/03/2021 05:28:32 PM,02/03/2021 05:38:16 PM,N,1,159,74,1,2.04,9,1,0.5,0,0,,0.3,10.8,2,1,0
1,02/03/2021 05:28:42 PM,02/03/2021 05:39:21 PM,N,1,75,24,1,1.3,8,0.5,0.5,0,0,,0.3,9.3,1,1,0
2,02/03/2021 05:28:46 PM,02/03/2021 05:41:42 PM,N,1,14,228,1,3.26,12,1,0.5,2,0,,0.3,15.8,1,1,0
2,02/03/2021 05:28:47 PM,02/03/2021 05:47:13 PM,N,1,244,238,1,4.89,18,1,0.5,3.5,0,,0.3,26.05,1,1,2.75
1,02/03/2021 05:28:50 PM,02/03/2021 05:35:15 PM,Y,1,75,74,1,1.3,6.5,1,0.5,1.41,0,,0.3,9.71,1,1,0
2,02/03/2021 05:28:57 PM,02/03/2021 05:30:46 PM,N,5,121,131,1,0.49,16.3,0,0,0,0,,0.3,16.6,1,2,0
2,02/03/2021 05:28:58 PM,02/03/2021 06:16:11 PM,N,1,7,132,1,14.12,44,1,0.5,0,0,,0.3,45.8,2,1,0
,02/03/2021 05:29:00 PM,02/03/2021 06:18:00 PM,,,255,9,,11.44,47.98,2.75,0,0,0,,0.3,51.03,,,
2,02/03/2021 05:29:25 PM,02/03/2021 05:57:45 PM,N,1,75,157,1,8.72,28.5,1,0.5,7.28,6.12,,0.3,43.7,1,1,0
2,02/03/2021 05:29:34 PM,02/03/2021 06:08:28 PM,N,1,95,189,1,9.15,33,1,0.5,3.08,0,,0.3,37.88,1,1,0
2,02/03/2021 05:29:46 PM,02/03/2021 05:54:17 PM,N,1,244,60,1,5.53,19.5,1,0.5,0,0,,0.3,21.3,2,1,0
1,02/03/2021 05:30:08 PM,02/03/2021 06:08:06 PM,N,1,213,166,1,0,22.2,0,0.5,0,6.12,,0.3,29.12,1,1,0
2,02/03/2021 05:30:19 PM,02/03/2021 05:49:36 PM,N,1,33,62,1,2.78,13.5,1,0.5,0,0,,0.3,15.3,2,1,0
2,02/03/2021 05:30:22 PM,02/03/2021 05:45:32 PM,N,1,95,121,1,2.35,11.5,1,0.5,0,0,,0.3,13.3,1,1,0
2,02/03/2021 05:30:59 PM,02/03/2021 06:08:15 PM,N,1,75,261,1,10.02,33,1,0.5,7.51,0,,0.3,45.06,1,1,2.75
2,02/03/2021 05:31:56 PM,02/03/2021 05:42:28 PM,N,1,75,263,1,1.06,8,1,0.5,2.51,0,,0.3,15.06,1,1,2.75
2,02/03/2021 05:32:25 PM,02/03/2021 05:40:39 PM,N,1,43,239,1,1.76,8,1,0.5,2.51,0,,0.3,15.06,1,1,2.75
2,02/03/2021 05:32:48 PM,02/03/2021 05:43:34 PM,N,1,41,238,1,1.32,8.5,1,0.5,3.26,0,,0.3,16.31,1,1,2.75
,02/03/2021 05:34:00 PM,02/03/2021 06:30:00 PM,,,107,219,,15.83,46.29,2.75,0,0,6.12,,0.3,55.46,,,
,02/03/2021 05:34:00 PM,02/03/2021 06:26:00 PM,,,35,20,,20.77,52.26,2.75,0,0,6.12,,0.3,61.43,,,
,02/03/2021 05:34:00 PM,02/03/2021 06:03:00 PM,,,235,159,,3.6,22.45,2.75,0,0,0,,0.3,25.5,,,
,02/03/2021 05:36:00 PM,02/03/2021 06:33:00 PM,,,97,35,,5.25,19.15,2.75,0,0,0,,0.3,22.2,,,
2,02/03/2021 05:36:09 PM,02/03/2021 05:55:52 PM,N,1,74,238,1,3.32,15,1,0.5,3.91,0,,0.3,23.46,1,1,2.75
,02/03/2021 05:37:00 PM,02/03/2021 06:13:00 PM,,,82,189,,8.07,28.33,0,0,0,0,,0.3,28.63,,,
2,02/03/2021 05:37:12 PM,02/03/2021 06:04:07 PM,N,1,41,50,1,4.36,18.5,1,0.5,5.76,0,,0.3,28.81,1,1,2.75
1,02/03/2021 05:37:58 PM,02/03/2021 05:55:09 PM,N,1,140,238,1,0,12.2,0,0.5,0,0,,0.3,13,1,1,0
,02/03/2021 05:38:00 PM,02/03/2021 06:12:00 PM,,,121,38,,8.08,43.45,2.75,0,0,0,,0.3,46.5,,,
2,02/03/2021 05:38:27 PM,02/03/2021 05:42:55 PM,N,1,168,168,1,0.26,4.5,1,0.5,0,0,,0.3,6.3,2,1,0
,02/03/2021 05:39:00 PM,02/03/2021 06:31:00 PM,,,227,225,,8.88,25.59,2.75,0,0,0,,0.3,28.64,,,
2,02/03/2021 05:39:01 PM,02/03/2021 05:50:14 PM,N,1,95,102,1,2.18,9.5,1,0.5,1.7,0,,0.3,13,1,1,0
,02/03/2021 05:40:00 PM,02/03/2021 06:14:00 PM,,,97,85,,3.6,21.64,2.75,0,0,0,,0.3,24.69,,,
2,02/03/2021 05:40:04 PM,02/03/2021 05:52:18 PM,N,1,74,74,1,2.06,10.5,1,0.5,0,0,,0.3,12.3,2,1,0
2,02/03/2021 05:40:34 PM,02/03/2021 05:47:11 PM,N,1,227,228,1,0.96,-6,-1,-0.5,0,0,,-0.3,-7.8,3,1,0
2,02/03/2021 05:40:34 PM,02/03/2021 05:47:11 PM,N,1,227,228,1,0.96,6,1,0.5,0,0,,0.3,7.8,2,1,0
,02/03/2021 05:42:00 PM,02/03/2021 06:26:00 PM,,,226,10,,13.04,48.85,2.75,0,0,0,,0.3,51.9,,,
,02/03/2021 05:43:00 PM,02/03/2021 06:11:00 PM,,,182,18,,0,19.57,2.75,0,0,0,,0.3,22.62,,,
2,02/03/2021 05:43:08 PM,02/03/2021 05:50:35 PM,N,1,244,244,1,0.95,6.5,1,0.5,0,0,,0.3,8.3,2,1,0
1,02/03/2021 05:43:49 PM,02/03/2021 06:11:23 PM,N,1,65,61,1,2.5,18,1,0.5,0,0,,0.3,19.8,2,1,0
2,02/03/2021 05:43:56 PM,02/03/2021 05:46:39 PM,N,5,130,122,1,1.16,12,0,0,0,0,,0.3,12.3,1,2,0
2,02/03/2021 05:45:41 PM,02/03/2021 07:21:31 PM,N,1,25,39,1,8.6,55.5,1,0.5,0,0,,0.3,57.3,1,1,0
,02/03/2021 05:47:00 PM,02/03/2021 06:33:00 PM,,,196,117,,12.96,51.96,2.75,0,0,2.29,,0.3,57.3,,,
2,02/03/2021 05:47:14 PM,02/03/2021 06:41:51 PM,N,1,213,75,1,12.68,44,1,0.5,0,0,,0.3,45.8,1,1,0
2,02/03/2021 05:47:40 PM,02/03/2021 05:58:23 PM,N,1,43,141,1,2.09,9.5,1,0.5,2.81,0,,0.3,16.86,1,1,2.75
,02/03/2021 05:48:00 PM,02/03/2021 06:09:00 PM,,,205,10,,2.77,18.95,2.75,0,0,0,,0.3,22,,,
2,02/03/2021 05:48:27 PM,02/03/2021 05:50:29 PM,N,1,41,41,1,0.38,3.5,1,0.5,0,0,,0.3,5.3,2,1,0
2,02/03/2021 05:48:47 PM,02/03/2021 05:48:49 PM,N,5,264,264,1,0,9.7,0,0,2,0,,0.3,12,1,2,0
2,02/03/2021 05:49:04 PM,02/03/2021 06:02:40 PM,N,1,75,140,1,2.24,10.5,1,0.5,3.76,0,,0.3,18.81,1,1,2.75
2,02/03/2021 05:49:15 PM,02/03/2021 05:54:23 PM,N,1,166,152,1,0.85,5.5,1,0.5,0.01,0,,0.3,7.31,1,1,0
2,02/03/2021 05:49:52 PM,02/03/2021 05:58:32 PM,N,1,181,181,1,1.13,7,1,0.5,2.64,0,,0.3,11.44,1,1,0
1,02/03/2021 05:50:38 PM,02/03/2021 05:55:19 PM,N,1,74,74,1,0.8,5,1,0.5,0,0,,0.3,6.8,3,1,0
1,02/03/2021 05:50:48 PM,02/03/2021 05:57:50 PM,N,1,75,263,1,0.7,6,1,0.5,1,0,,0.3,8.8,1,1,0
2,02/03/2021 05:50:56 PM,02/03/2021 06:04:33 PM,N,1,75,151,1,1.34,10,1,0.5,2.36,0,,0.3,14.16,1,1,0
,02/03/2021 05:51:00 PM,02/03/2021 06:08:00 PM,,,195,52,,2.11,9.53,0,0,7,0,,0.3,16.83,,,
2,02/03/2021 05:51:50 PM,02/03/2021 05:54:36 PM,N,1,166,42,1,0.38,3.5,1,0.5,0,0,,0.3,5.3,2,1,0
2,02/03/2021 05:52:28 PM,02/03/2021 05:53:53 PM,N,1,42,42,1,0.42,3.5,1,0.5,0,0,,0.3,5.3,2,1,0
1,02/03/2021 05:52:52 PM,02/03/2021 06:05:51 PM,N,1,244,151,1,4.7,16,3.75,0.5,4.1,0,,0.3,24.65,1,1,2.75
2,02/03/2021 05:55:06 PM,02/03/2021 06:03:35 PM,N,1,41,42,1,1.23,7,1,0.5,2.2,0,,0.3,11,1,1,0
2,02/03/2021 05:55:15 PM,02/03/2021 06:03:28 PM,N,1,75,74,1,1.57,7.5,1,0.5,2.32,0,,0.3,11.62,1,1,0
2,02/03/2021 05:56:18 PM,02/03/2021 06:07:47 PM,N,1,146,223,1,2.59,10,1,0.5,3.54,0,,0.3,15.34,1,1,0
2,02/03/2021 05:56:59 PM,02/03/2021 06:09:08 PM,N,1,83,157,1,1.35,8.5,1,0.5,3,0,,0.3,13.3,1,1,0
,02/03/2021 05:57:00 PM,02/03/2021 06:16:00 PM,,,78,182,,2.41,13.17,2.75,0,0,0,,0.3,16.22,,,
2,02/03/2021 05:57:39 PM,02/03/2021 05:57:43 PM,N,1,74,74,1,0,2.5,1,0.5,0,0,,0.3,4.3,2,1,0
2,02/03/2021 05:58:00 PM,02/03/2021 06:04:37 PM,N,1,75,263,1,1.15,6.5,1,0.5,2.21,0,,0.3,13.26,1,1,2.75
2,02/03/2021 05:58:07 PM,02/03/2021 06:03:36 PM,N,1,82,157,1,0.82,5.5,1,0.5,0,0,,0.3,7.3,1,1,0
1,02/03/2021 05:59:52 PM,02/03/2021 06:03:44 PM,N,1,42,42,1,0.4,4.5,1,0.5,0,0,,0.3,6.3,3,1,0
,02/03/2021 06:00:00 PM,02/03/2021 06:28:00 PM,,,181,80,,3.44,29.45,2.75,0,0,0,,0.3,32.5,,,
2,02/03/2021 06:00:11 PM,02/03/2021 06:06:34 PM,N,1,75,74,1,1.43,7,1,0.5,1.76,0,,0.3,10.56,1,1,0
2,02/03/2021 06:00:35 PM,02/03/2021 06:04:09 PM,N,1,43,238,1,0.89,5,1,0.5,1.36,0,,0.3,8.16,1,1,0
2,02/03/2021 06:00:57 PM,02/03/2021 06:08:20 PM,N,1,134,134,5,1.25,7,1,0.5,1.76,0,,0.3,10.56,1,1,0
2,02/03/2021 06:00:58 PM,02/03/2021 06:12:02 PM,N,1,42,152,1,1.55,9,1,0.5,1.07,0,,0.3,11.87,1,1,0
